,X,Y,KMean2,KMean3,KMean4,KMean5,KMean6
823692,-122.418274172,37.7870372044,0,0,1,0,0
823708,-122.421949488,37.7884881521,0,0,1,0,0
823714,-122.41592985,37.7604330004,1,1,0,1,2
824082,-122.439909767,37.715765427,1,2,2,4,1
824086,-122.418274172,37.7870372043,0,0,1,0,0
824150,-122.415308389,37.7653161356,1,1,0,1,2
824433,-122.418272166,37.7619029613,1,1,0,1,2
824723,-122.416230393,37.7636337703,1,1,0,1,2
824883,-122.41592985,37.7604330004,1,1,0,1,2
824939,-122.417964484,37.7586968166,1,1,0,1,2
825128,-122.421231782,37.7932574954,0,0,1,0,0
825191,-122.41638971,37.7652491154,1,1,0,1,2
825303,-122.418467748,37.787965257,0,0,1,0,0
825410,-122.417964484,37.7586968166,1,1,0,1,2
825537,-122.415000537,37.7620990021,1,1,0,1,2
825697,-122.416075285,37.7844496613,0,0,1,0,0
825734,-122.418844748,37.7898297669,0,0,1,0,0
825807,-122.418467748,37.787965257,0,0,1,0,0
825844,-122.417423841,37.7587860207,1,1,0,1,2
826115,-122.415000537,37.7620990021,1,1,0,1,2
826252,-122.416075285,37.7844496613,0,0,1,0,0
826316,-122.409872123,37.7598218933,1,1,0,1,2
826523,-122.421395819,37.7856843389,0,0,1,0,0
826806,-122.418274172,37.7870372044,0,0,1,0,0
826875,-122.416472035,37.7603453746,1,1,0,1,2
827434,-122.416725586,37.7579542741,1,1,0,1,2
827443,-122.478325616,37.7644357772,1,2,3,2,4
827461,-122.416078424,37.7620347867,1,1,0,1,2
827570,-122.416230393,37.7636337703,1,1,0,1,2
827712,-122.409445484,37.7891732059,0,0,1,3,3
827745,-122.41592985,37.7604330004,1,1,0,1,2
827860,-122.41592985,37.7604330004,1,1,0,1,2
827906,-122.413591696,37.7638222259,1,1,0,1,2
827967,-122.418467748,37.787965257,0,0,1,0,0
827978,-122.415313788,37.7532172679,1,1,0,1,2
827997,-122.41592985,37.7604330004,1,1,0,1,2
828266,-122.416230393,37.7636337703,1,1,0,1,2
828418,-122.416075285,37.7844496613,0,0,1,0,0
828490,-122.409686192,37.7862042105,0,0,1,3,3
828533,-122.414845139,37.7605000726,1,1,0,1,2
828610,-122.416261837,37.7853750846,0,0,1,0,0
828702,-122.417710345,37.7842362878,0,0,1,0,0
828930,-122.473030392,37.7432215533,1,2,3,2,4
829016,-122.416075285,37.7844496613,0,0,1,0,0
829029,-122.41638971,37.7652491154,1,1,0,1,2
829255,-122.416452066,37.7863086886,0,0,1,0,0
829267,-122.418272166,37.7619029613,1,1,0,1,2
829378,-122.416710634,37.7563479681,1,1,0,1,2
829699,-122.41592985,37.7604330004,1,1,0,1,2
829736,-122.41592985,37.7604330004,1,1,0,1,2
829740,-122.418274172,37.7870372044,0,0,1,0,0
829775,-122.416230393,37.7636337703,1,1,0,1,2
829841,-122.413591696,37.7638222259,1,1,0,1,2
829901,-122.416230393,37.7636337703,1,1,0,1,2
829917,-122.418486297,37.7634954373,1,1,0,1,2
830011,-122.416230393,37.7636337703,1,1,0,1,2
830103,-122.418467748,37.787965257,0,0,1,0,0
830196,-122.41592985,37.7604330004,1,1,0,1,2
830278,-122.419274801,37.7835680535,0,0,1,0,0
830466,-122.413591696,37.7638222259,1,1,0,1,2
830608,-122.41868792,37.7642753857,1,1,0,1,2
830644,-122.404094662,37.7872560928,0,0,1,3,3
831068,-122.416075285,37.7844496613,0,0,1,0,0
831103,-122.419159191,37.7833430636,0,0,1,0,0
831122,-122.41592985,37.7604330004,1,1,0,1,2
831189,-122.400180244,37.7913046529,0,0,1,3,3
831216,-122.414845139,37.7605000726,1,1,0,1,2
831309,-122.423785185,37.7892026281,0,0,1,0,0
831334,-122.416623217,37.7619459991,1,1,0,1,2
831364,-122.416230393,37.7636337703,1,1,0,1,2
831420,-122.418368839,37.7874861572,0,0,1,0,0
831423,-122.418368839,37.7874861572,0,0,1,0,0
831443,-122.418658295,37.7889098399,0,0,1,0,0
831449,-122.415629332,37.7572322279,1,1,0,1,2
831741,-122.415617252,37.756413769,1,1,0,1,2
831799,-122.417710345,37.7842362878,0,0,1,0,0
831903,-122.416075285,37.7844496613,0,0,1,0,0
831982,-122.416872884,37.7587640201,1,1,0,1,2
832003,-122.416916142,37.7843944492,0,0,1,0,0
832009,-122.416872884,37.7587640201,1,1,0,1,2
832113,-122.418486297,37.7634954373,1,1,0,1,2
832121,-122.411322534,37.7648913618,1,1,0,1,2
832157,-122.415000537,37.7620990021,1,1,0,1,2
832233,-122.419739838,37.78589261,0,0,1,0,0
832282,-122.415308389,37.7653161356,1,1,0,1,2
832447,-122.420691681,37.7905770711,0,0,1,0,0
832679,-122.417209639,37.7900459017,0,0,1,0,0
832852,-122.418368839,37.7874861572,0,0,1,0,0
832914,-122.415617252,37.756413769,1,1,0,1,2
833082,-122.416078424,37.7620347867,1,1,0,1,2
833220,-122.41638971,37.7652491154,1,1,0,1,2
833250,-122.403404791,37.7754207067,0,0,1,3,3
833361,-122.420691681,37.7905770711,0,0,1,0,0
833645,-122.416075285,37.7844496613,0,0,1,0,0
833790,-122.415000537,37.7620990021,1,1,0,1,2
833833,-122.419039119,37.7907880214,0,0,1,0,0
833838,-122.422330464,37.7903690689,0,0,1,0,0
833916,-122.41763416,37.7870631862,0,0,1,0,0
834123,-122.416075285,37.7844496613,0,0,1,0,0
834125,-122.41664237,37.7872450378,0,0,1,0,0
834406,-122.418467748,37.787965257,0,0,1,0,0
834492,-122.41592985,37.7604330004,1,1,0,1,2
834513,-122.418658295,37.7889098399,0,0,1,0,0
834525,-122.416916142,37.7843944492,0,0,1,0,0
834569,-122.417964484,37.7586968166,1,1,0,1,2
834580,-122.420120319,37.7877570602,0,0,1,0,0
834588,-122.420307356,37.7886989512,0,0,1,0,0
834617,-122.41592985,37.7604330004,1,1,0,1,2
834976,-122.416070933,37.7612142237,1,1,0,1,2
834999,-122.413591696,37.7638222259,1,1,0,1,2
835037,-122.405586362,37.7659022286,1,1,0,1,2
835083,-122.403394235,37.7538078714,1,1,0,1,2
835203,-122.418844748,37.7898297669,0,0,1,0,0
835210,-122.41739283,37.7909741244,0,0,1,0,0
835340,-122.416075285,37.7844496613,0,0,1,0,0
835341,-122.417964484,37.7586968166,1,1,0,1,2
835563,-122.426755919,37.7533975978,1,1,0,1,2
835601,-122.418274172,37.7870372044,0,0,1,0,0
836057,-122.416320645,37.7587424639,1,1,0,1,2
836083,-122.418467748,37.787965257,0,0,1,0,0
836173,-122.407633521,37.7841893501,0,0,1,3,3
836370,-122.418486297,37.7634954373,1,1,0,1,2
836375,-122.418274172,37.7870372044,0,0,1,0,0
836473,-122.416078424,37.7620347867,1,1,0,1,2
836512,-122.419104425,37.7868764842,0,0,1,0,0
836710,-122.416230393,37.7636337703,1,1,0,1,2
836817,-122.416230393,37.7636337703,1,1,0,1,2
836921,-122.417964484,37.7586968166,1,1,0,1,2
837047,-122.413310043,37.764614699,1,1,0,1,2
837083,-122.414222705,37.7653250853,1,1,0,1,2
837536,-122.416075285,37.7844496613,0,0,1,0,0
837639,-122.403404791,37.7754207067,0,0,1,3,3
837906,-122.416261837,37.7853750846,0,0,1,0,0
837929,-122.421949488,37.7884881521,0,0,1,0,0
838103,-122.415308389,37.7653161356,1,1,0,1,2
838164,-122.417964484,37.7586968166,1,1,0,1,2
838215,-122.417964484,37.7586968166,1,1,0,1,2
838235,-122.418467748,37.787965257,0,0,1,0,0
838491,-122.419039119,37.7907880214,0,0,1,0,0
838512,-122.416452066,37.7863086886,0,0,1,0,0
838569,-122.421949488,37.7884881521,0,0,1,0,0
838836,-122.417664997,37.7562905437,1,1,0,1,2
838856,-122.416032977,37.7883351248,0,0,1,0,0
838944,-122.415155941,37.7636979309,1,1,0,1,2
839043,-122.418467748,37.787965257,0,0,1,0,0
839053,-122.41664237,37.7872450378,0,0,1,0,0
839122,-122.418368839,37.7874861572,0,0,1,0,0
839199,-122.408431241,37.7637579271,1,1,0,1,2
839261,-122.435488624,37.788695199,0,0,1,0,0
839380,-122.419039119,37.7907880214,0,0,1,0,0
839504,-122.416230393,37.7636337703,1,1,0,1,2
839614,-122.416075285,37.7844496613,0,0,1,0,0
839662,-122.420307356,37.7886989512,0,0,1,0,0
839762,-122.41592985,37.7604330004,1,1,0,1,2
839797,-122.417209639,37.7900459017,0,0,1,0,0
840077,-122.416261837,37.7853750846,0,0,1,0,0
840116,-122.41638971,37.7652491154,1,1,0,1,2
840403,-122.414845139,37.7605000726,1,1,0,1,2
840748,-122.439909767,37.715765427,1,2,2,4,1
841105,-122.418467748,37.787965257,0,0,1,0,0
841236,-122.416230393,37.7636337703,1,1,0,1,2
841348,-122.417710345,37.7842362878,0,0,1,0,0
841617,-122.420691681,37.7905770711,0,0,1,0,0
841660,-122.417295323,37.7862578546,0,0,1,0,0
841691,-122.420691681,37.7905770711,0,0,1,0,0
841793,-122.416230393,37.7636337703,1,1,0,1,2
841846,-122.411332885,37.7642516852,1,1,0,1,2
842222,-122.418701003,37.7651098786,1,1,0,1,2
842243,-122.420497289,37.7896188192,0,0,1,0,0
842339,-122.420874632,37.7914943052,0,0,1,0,0
842373,-122.418658295,37.7889098399,0,0,1,0,0
842483,-122.416230393,37.7636337703,1,1,0,1,2
842584,-122.41592985,37.7604330004,1,1,0,1,2
842635,-122.422695629,37.7921733285,0,0,1,0,0
842722,-122.419930112,37.7868262082,0,0,1,0,0
842896,-122.420691681,37.7905770711,0,0,1,0,0
842933,-122.417028392,37.7603656932,1,1,0,1,2
842939,-122.41638971,37.7652491154,1,1,0,1,2
842945,-122.416075285,37.7844496613,0,0,1,0,0
842994,-122.416230393,37.7636337703,1,1,0,1,2
843144,-122.41592985,37.7604330004,1,1,0,1,2
843184,-122.417964484,37.7586968166,1,1,0,1,2
843367,-122.421949488,37.7884881521,0,0,1,0,0
843486,-122.404195425,37.7912255174,0,0,1,3,3
843559,-122.419225511,37.7917052018,0,0,1,0,0
843726,-122.41592985,37.7604330004,1,1,0,1,2
843735,-122.416075285,37.7844496613,0,0,1,0,0
843798,-122.418368839,37.7874861572,0,0,1,0,0
843886,-122.410768766,37.783214519,0,0,1,3,3
844285,-122.403404791,37.7754207067,0,0,1,3,3
844561,-122.417817853,37.7578884408,1,1,0,1,2
844599,-122.415000537,37.7620990021,1,1,0,1,2
844732,-122.409523741,37.7857602955,0,0,1,3,3
844774,-122.418562843,37.7884306841,0,0,1,0,0
844963,-122.416075285,37.7844496613,0,0,1,0,0
845260,-122.416075285,37.7844496613,0,0,1,0,0
845572,-122.413107623,37.765448018,1,1,0,1,2
845626,-122.415308389,37.7653161356,1,1,0,1,2
845719,-122.415000537,37.7620990021,1,1,0,1,2
845730,-122.417903978,37.7851670876,0,0,1,0,0
845758,-122.427141202,37.7727724966,1,1,0,1,2
845782,-122.416075285,37.7844496613,0,0,1,0,0
845788,-122.41592985,37.7604330004,1,1,0,1,2
845792,-122.416230393,37.7636337703,1,1,0,1,2
846093,-122.416075285,37.7844496613,0,0,1,0,0
846342,-122.416230393,37.7636337703,1,1,0,1,2
846497,-122.412671983,37.7642255809,1,1,0,1,2
846540,-122.416230393,37.7636337703,1,1,0,1,2
846711,-122.437846847,37.7920516569,0,0,1,0,0
846741,-122.417488324,37.765181804,1,1,0,1,2
846820,-122.41592985,37.7604330004,1,1,0,1,2
846986,-122.418368839,37.7874861572,0,0,1,0,0
847140,-122.418486297,37.7634954373,1,1,0,1,2
847173,-122.418658295,37.7889098399,0,0,1,0,0
847285,-122.417964484,37.7586968166,1,1,0,1,2
847473,-122.41638971,37.7652491154,1,1,0,1,2
847562,-122.414845139,37.7605000726,1,1,0,1,2
847567,-122.413591696,37.7638222259,1,1,0,1,2
847768,-122.418274172,37.7870372044,0,0,1,0,0
847781,-122.416261837,37.7853750846,0,0,1,0,0
848186,-122.41592985,37.7604330004,1,1,0,1,2
848219,-122.416452066,37.7863086886,0,0,1,0,0
848438,-122.416075285,37.7844496613,0,0,1,0,0
848530,-122.418467748,37.787965257,0,0,1,0,0
848570,-122.416230393,37.7636337703,1,1,0,1,2
848607,-122.41739283,37.7909741244,0,0,1,0,0
848783,-122.422695629,37.7921733284,0,0,1,0,0
848924,-122.415000537,37.7620990021,1,1,0,1,2
848935,-122.419739838,37.78589261,0,0,1,0,0
848945,-122.419480971,37.7667494806,1,1,0,1,2
848971,-122.416078424,37.7620347867,1,1,0,1,2
848998,-122.416075285,37.7844496613,0,0,1,0,0
849004,-122.418368839,37.7874861572,0,0,1,0,0
849032,-122.412179604,37.7622630617,1,1,0,1,2
849176,-122.417903978,37.7851670876,0,0,1,0,0
849230,-122.417964484,37.7586968166,1,1,0,1,2
849397,-122.417209639,37.7900459017,0,0,1,0,0
849848,-122.420874632,37.7914943052,0,0,1,0,0
849945,-122.422935627,37.7807685611,0,0,1,0,0
849956,-122.391493956,37.7351844916,1,1,0,1,5
849959,-122.418467748,37.787965257,0,0,1,0,0
849987,-122.416374836,37.7644225166,1,1,0,1,2
850029,-122.418467748,37.787965257,0,0,1,0,0
850147,-122.41739283,37.7909741244,0,0,1,0,0
850196,-122.416078424,37.7620347867,1,1,0,1,2
850380,-122.416230393,37.7636337703,1,1,0,1,2
850419,-122.415629332,37.7572322279,1,1,0,1,2
850476,-122.420691681,37.7905770711,0,0,1,0,0
850549,-122.418467748,37.787965257,0,0,1,0,0
850899,-122.418368839,37.7874861572,0,0,1,0,0
850975,-122.418486297,37.7634954373,1,1,0,1,2
851007,-122.416075285,37.7844496613,0,0,1,0,0
851197,-122.415308389,37.7653161356,1,1,0,1,2
851283,-122.417180449,37.7619674218,1,1,0,1,2
851416,-122.412056242,37.7609899089,1,1,0,1,2
851692,-122.419295456,37.787805224,0,0,1,0,0
851754,-122.416374836,37.7644225166,1,1,0,1,2
851771,-122.421056878,37.7923840814,0,0,1,0,0
851812,-122.416078424,37.7620347867,1,1,0,1,2
851887,-122.417964484,37.7586968166,1,1,0,1,2
852239,-122.418467748,37.787965257,0,0,1,0,0
852307,-122.417913862,37.7635887638,1,1,0,1,2
852362,-122.416261837,37.7853750846,0,0,1,0,0
852448,-122.420691681,37.7905770711,0,0,1,0,0
852489,-122.418486297,37.7634954373,1,1,0,1,2
852575,-122.418368839,37.7874861572,0,0,1,0,0
852586,-122.412883178,37.7853530359,0,0,1,0,0
852644,-122.416230393,37.7636337703,1,1,0,1,2
852724,-122.420021471,37.7872807076,0,0,1,0,0
852830,-122.41592985,37.7604330004,1,1,0,1,2
853161,-122.419480971,37.7667494806,1,1,0,1,2
853217,-122.415000537,37.7620990021,1,1,0,1,2
853298,-122.420691681,37.7905770711,0,0,1,0,0
853390,-122.417180449,37.7619674218,1,1,0,1,2
853597,-122.415921585,37.7596123169,1,1,0,1,2
853615,-122.416261837,37.7853750846,0,0,1,0,0
853626,-122.416075285,37.7844496613,0,0,1,0,0
853902,-122.416230393,37.7636337703,1,1,0,1,2
853953,-122.417019321,37.7891095539,0,0,1,0,0
853975,-122.416230393,37.7636337703,1,1,0,1,2
854097,-122.417964484,37.7586968166,1,1,0,1,2
854190,-122.416075285,37.7844496613,0,0,1,0,0
854334,-122.417964484,37.7586968166,1,1,0,1,2
854373,-122.413107623,37.765448018,1,1,0,1,2
854378,-122.418467748,37.787965257,0,0,1,0,0
854512,-122.416320645,37.7587424639,1,1,0,1,2
854668,-122.418219834,37.7908244664,0,0,1,0,0
854675,-122.418274172,37.7870372043,0,0,1,0,0
854757,-122.415921585,37.7596123169,1,1,0,1,2
854764,-122.401771055,37.7233932852,1,1,0,1,5
855017,-122.418368839,37.7874861572,0,0,1,0,0
855264,-122.418467748,37.787965257,0,0,1,0,0
855266,-122.414845139,37.7605000726,1,1,0,1,2
855567,-122.416261837,37.7853750846,0,0,1,0,0
855579,-122.417332583,37.7635718956,1,1,0,1,2
855741,-122.418108926,37.7594801326,1,1,0,1,2
855774,-122.415155941,37.7636979309,1,1,0,1,2
855799,-122.41664237,37.7872450378,0,0,1,0,0
855814,-122.418274172,37.7870372044,0,0,1,0,0
855877,-122.423907411,37.7990497607,0,0,1,0,0
856072,-122.417817853,37.7578884408,1,1,0,1,2
856099,-122.41592985,37.7604330004,1,1,0,1,2
856126,-122.41592985,37.7604330004,1,1,0,1,2
856313,-122.413591696,37.7638222259,1,1,0,1,2
856439,-122.418786515,37.7814788026,0,0,1,0,0
856488,-122.41638971,37.7652491154,1,1,0,1,2
856801,-122.416075285,37.7844496613,0,0,1,0,0
856821,-122.420497289,37.7896188192,0,0,1,0,0
856826,-122.409336822,37.7848337316,0,0,1,3,3
856867,-122.415186938,37.7883866791,0,0,1,0,0
856961,-122.415000537,37.7620990021,1,1,0,1,2
857097,-122.41638971,37.7652491154,1,1,0,1,2
857443,-122.416078424,37.7620347867,1,1,0,1,2
857452,-122.416331137,37.7588520014,1,1,0,1,2
857592,-122.417964484,37.7586968166,1,1,0,1,2
857609,-122.417180449,37.7619674218,1,1,0,1,2
857611,-122.480070771,37.7606096787,1,2,3,2,4
857679,-122.418368839,37.7874861572,0,0,1,0,0
857731,-122.415155941,37.7636979309,1,1,0,1,2
857740,-122.416261837,37.7853750846,0,0,1,0,0
858004,-122.416075285,37.7844496613,0,0,1,0,0
858194,-122.423404604,37.7873381901,0,0,1,0,0
858356,-122.418467748,37.787965257,0,0,1,0,0
858457,-122.418274172,37.7870372043,0,0,1,0,0
858630,-122.420556751,37.7108945815,1,1,2,4,5
858741,-122.408293238,37.7637660004,1,1,0,1,2
859158,-122.417019321,37.7891095539,0,0,1,0,0
859511,-122.418467748,37.787965257,0,0,1,0,0
859597,-122.413591696,37.7638222259,1,1,0,1,2
859604,-122.417812559,37.7571005796,1,1,0,1,2
859661,-122.418963082,37.7584203037,1,1,0,1,2
859693,-122.415000537,37.7620990021,1,1,0,1,2
859836,-122.417710345,37.7842362878,0,0,1,0,0
860047,-122.418274172,37.7870372043,0,0,1,0,0
860058,-122.418274172,37.7870372044,0,0,1,0,0
860139,-122.414222705,37.7653250853,1,1,0,1,2
860546,-122.41592985,37.7604330004,1,1,0,1,2
860547,-122.417964484,37.7586968166,1,1,0,1,2
860629,-122.417964484,37.7586968166,1,1,0,1,2
860658,-122.41592985,37.7604330004,1,1,0,1,2
860726,-122.414845139,37.7605000726,1,1,0,1,2
860779,-122.416075285,37.7844496613,0,0,1,0,0
860814,-122.404195425,37.7912255174,0,0,1,3,3
860919,-122.415560469,37.7902540014,0,0,1,0,0
861081,-122.416230393,37.7636337703,1,1,0,1,2
861106,-122.420874632,37.7914943052,0,0,1,0,0
861187,-122.423340547,37.7962454397,0,0,1,0,0
861303,-122.415155941,37.7636979309,1,1,0,1,2
861396,-122.416230393,37.7636337703,1,1,0,1,2
861817,-122.418274172,37.7870372044,0,0,1,0,0
861929,-122.410761835,37.7591351967,1,1,0,1,2
862052,-122.405221227,37.7620542127,1,1,0,1,2
862112,-122.418486297,37.7634954373,1,1,0,1,2
862234,-122.418467748,37.787965257,0,0,1,0,0
862393,-122.416261837,37.7853750846,0,0,1,0,0
862617,-122.446091525,37.7739344795,1,0,1,0,0
862647,-122.418262236,37.7610817999,1,1,0,1,2
862812,-122.41592985,37.7604330004,1,1,0,1,2
862880,-122.417332583,37.7635718956,1,1,0,1,2
862913,-122.41664237,37.7872450378,0,0,1,0,0
863076,-122.416230393,37.7636337703,1,1,0,1,2
863092,-122.416075285,37.7844496613,0,0,1,0,0
863131,-122.417488324,37.765181804,1,1,0,1,2
863217,-122.465880552,37.7743199991,1,2,3,2,4
863301,-122.422330464,37.7903690689,0,0,1,0,0
863304,-122.417964484,37.7586968166,1,1,0,1,2
863613,-122.416230393,37.7636337703,1,1,0,1,2
863930,-122.41664237,37.7872450378,0,0,1,0,0
863943,-122.498974694,37.7607866652,1,2,3,2,4
864053,-122.415629332,37.7572322279,1,1,0,1,2
864061,-122.417180449,37.7619674218,1,1,0,1,2
864112,-122.417028392,37.7603656932,1,1,0,1,2
864192,-122.411302813,37.7855355791,0,0,1,3,3
864339,-122.416075285,37.7844496613,0,0,1,0,0
864690,-122.420497289,37.7896188193,0,0,1,0,0
864764,-122.405539468,37.7962176299,0,0,1,3,3
864950,-122.420691681,37.7905770711,0,0,1,0,0
865008,-122.418274172,37.7870372044,0,0,1,0,0
865078,-122.414845139,37.7605000726,1,1,0,1,2
865296,-122.419212199,37.7610244167,1,1,0,1,2
865498,-122.417903978,37.7851670875,0,0,1,0,0
865671,-122.414845139,37.7605000726,1,1,0,1,2
865851,-122.41592985,37.7604330004,1,1,0,1,2
865901,-122.415781282,37.7588312135,1,1,0,1,2
865945,-122.420691681,37.7905770711,0,0,1,0,0
866054,-122.416230393,37.7636337703,1,1,0,1,2
866353,-122.418467748,37.787965257,0,0,1,0,0
866566,-122.415155941,37.7636979309,1,1,0,1,2
866577,-122.417964484,37.7586968166,1,1,0,1,2
866660,-122.418368839,37.7874861572,0,0,1,0,0
866670,-122.416452066,37.7863086886,0,0,1,0,0
866921,-122.415000537,37.7620990021,1,1,0,1,2
866930,-122.418368839,37.7874861572,0,0,1,0,0
867202,-122.417332583,37.7635718956,1,1,0,1,2
867225,-122.41664237,37.7872450378,0,0,1,0,0
867248,-122.418124262,37.7610901241,1,1,0,1,2
867433,-122.413591696,37.7638222259,1,1,0,1,2
867818,-122.41592985,37.7604330004,1,1,0,1,2
867898,-122.403404791,37.7754207067,0,0,1,3,3
867909,-122.417964484,37.7586968166,1,1,0,1,2
868000,-122.420691681,37.7905770711,0,0,1,0,0
868127,-122.415000537,37.7620990021,1,1,0,1,2
868133,-122.416261837,37.7853750846,0,0,1,0,0
868156,-122.45228966,37.7256933576,1,2,2,4,1
868579,-122.421341005,37.7895684897,0,0,1,0,0
868648,-122.417964484,37.7586968166,1,1,0,1,2
868678,-122.416075285,37.7844496613,0,0,1,0,0
868719,-122.502532707,37.7745223024,1,2,3,2,4
868807,-122.418120086,37.760301234,1,1,0,1,2
868899,-122.416070933,37.7612142237,1,1,0,1,2
868908,-122.410070329,37.8021843267,0,0,1,0,0
868940,-122.415000537,37.7620990021,1,1,0,1,2
868951,-122.417812559,37.7571005796,1,1,0,1,2
869034,-122.41638971,37.7652491154,1,1,0,1,2
869323,-122.41592985,37.7604330004,1,1,0,1,2
869432,-122.421949488,37.7884881521,0,0,1,0,0
869479,-122.416075285,37.7844496613,0,0,1,0,0
869510,-122.416075285,37.7844496613,0,0,1,0,0
869566,-122.41638971,37.7652491154,1,1,0,1,2
869772,-122.416075285,37.7844496613,0,0,1,0,0
869953,-122.419039119,37.7907880214,0,0,1,0,0
870133,-122.417964484,37.7586968166,1,1,0,1,2
870317,-122.419366295,37.7840280452,0,0,1,0,0
870491,-122.418274172,37.7870372044,0,0,1,0,0
870527,-122.423340547,37.7962454397,0,0,1,0,0
870733,-122.416075285,37.7844496613,0,0,1,0,0
870781,-122.41638971,37.7652491154,1,1,0,1,2
870812,-122.41664237,37.7872450378,0,0,1,0,0
870839,-122.416261837,37.7853750846,0,0,1,0,0
871000,-122.411580508,37.7590834646,1,1,0,1,2
871102,-122.417902522,37.763479279,1,1,0,1,2
871177,-122.418467748,37.787965257,0,0,1,0,0
871216,-122.391363698,37.7590483123,1,1,0,1,2
871391,-122.414845139,37.7605000726,1,1,0,1,2
871438,-122.418658295,37.7889098399,0,0,1,0,0
871447,-122.413881627,37.762985764,1,1,0,1,2
871451,-122.418467748,37.787965257,0,0,1,0,0
871730,-122.416075285,37.7844496613,0,0,1,0,0
871767,-122.417710345,37.7842362878,0,0,1,0,0
871901,-122.41592985,37.7604330004,1,1,0,1,2
872030,-122.418274172,37.7870372044,0,0,1,0,0
872045,-122.416230393,37.7636337703,1,1,0,1,2
872151,-122.415000537,37.7620990021,1,1,0,1,2
872305,-122.416075285,37.7844496613,0,0,1,0,0
872318,-122.417710345,37.7842362878,0,0,1,0,0
872340,-122.411328369,37.785996305,0,0,1,3,3
872376,-122.417146844,37.7814463501,0,0,1,0,0
872463,-122.418274172,37.7870372044,0,0,1,0,0
872482,-122.417332583,37.7635718956,1,1,0,1,2
872702,-122.421525851,37.7548527624,1,1,0,1,2
872823,-122.41370407,37.7599911968,1,1,0,1,2
872831,-122.413107623,37.765448018,1,1,0,1,2
872884,-122.420307356,37.7886989512,0,0,1,0,0
872927,-122.418486297,37.7634954373,1,1,0,1,2
873275,-122.413591696,37.7638222259,1,1,0,1,2
873308,-122.416230393,37.7636337703,1,1,0,1,2
873506,-122.419295456,37.787805224,0,0,1,0,0
873524,-122.415000537,37.7620990021,1,1,0,1,2
873537,-122.418368839,37.7874861572,0,0,1,0,0
873539,-122.416261837,37.7853750846,0,0,1,0,0
873569,-122.417710345,37.7842362878,0,0,1,0,0
873631,-122.417019321,37.7891095539,0,0,1,0,0
873654,-122.414683321,37.7580774437,1,1,0,1,2
873753,-122.430332787,37.8006878988,0,0,1,0,0
873773,-122.418368839,37.7874861572,0,0,1,0,0
873787,-122.414845139,37.7605000726,1,1,0,1,2
874109,-122.418120086,37.760301234,1,1,0,1,2
874121,-122.420691681,37.7905770711,0,0,1,0,0
874180,-122.424873511,37.7606814128,1,1,0,1,2
874393,-122.418467748,37.787965257,0,0,1,0,0
874512,-122.415000537,37.7620990021,1,1,0,1,2
874723,-122.416078424,37.7620347867,1,1,0,1,2
874729,-122.420713728,37.7910545718,0,0,1,0,0
874778,-122.416261837,37.7853750846,0,0,1,0,0
874997,-122.504883711,37.7530422086,1,2,3,2,4
875302,-122.416075285,37.7844496613,0,0,1,0,0
875329,-122.417641343,37.787173525,0,0,1,0,0
875387,-122.423413057,37.7957371092,0,0,1,0,0
875612,-122.41592985,37.7604330004,1,1,0,1,2
875650,-122.418467748,37.787965257,0,0,1,0,0
875652,-122.413591696,37.7638222259,1,1,0,1,2
875778,-122.416230393,37.7636337703,1,1,0,1,2
876038,-122.418658295,37.7889098399,0,0,1,0,0
876067,-122.412502864,37.7590272975,1,1,0,1,2
876080,-122.416230393,37.7636337703,1,1,0,1,2
876121,-122.416230393,37.7636337703,1,1,0,1,2
876176,-122.415629332,37.7572322279,1,1,0,1,2
876198,-122.420874632,37.7914943052,0,0,1,0,0
876412,-122.420497289,37.7896188193,0,0,1,0,0
876730,-122.497355386,37.7598478388,1,2,3,2,4
876813,-122.420691681,37.7905770711,0,0,1,0,0
876887,-122.416075285,37.7844496613,0,0,1,0,0
877021,-122.416261837,37.7853750846,0,0,1,0,0
877030,-122.415781282,37.7588312135,1,1,0,1,2
877135,-122.416075285,37.7844496613,0,0,1,0,0
877262,-122.417209639,37.7900459017,0,0,1,0,0
877357,-122.413591696,37.7638222259,1,1,0,1,2
877366,-122.418274172,37.7870372044,0,0,1,0,0
877367,-122.416872884,37.7587640201,1,1,0,1,2
877425,-122.41592985,37.7604330004,1,1,0,1,2
877449,-122.412051228,37.7616441977,1,1,0,1,2
877533,-122.418368839,37.7874861572,0,0,1,0,0
877597,-122.417664997,37.7562905437,1,1,0,1,2
877632,-122.401966042,37.7687048636,1,1,0,1,2
877691,-122.418467748,37.787965257,0,0,1,0,0
877748,-122.418844748,37.789829767,0,0,1,0,0
877810,-122.418368839,37.7874861572,0,0,1,0,0
877824,-122.416075285,37.7844496613,0,0,1,0,0
878085,-122.416075285,37.7844496613,0,0,1,0,0
878198,-122.417710345,37.7842362878,0,0,1,0,0
878260,-122.418368839,37.7874861572,0,0,1,0,0
878348,-122.416075285,37.7844496613,0,0,1,0,0
878388,-122.417019321,37.7891095539,0,0,1,0,0
878429,-122.415781282,37.7588312135,1,1,0,1,2
878565,-122.420497289,37.7896188193,0,0,1,0,0
878613,-122.41664237,37.7872450378,0,0,1,0,0
878825,-122.418658295,37.7889098399,0,0,1,0,0
878890,-122.419888578,37.7907353817,0,0,1,0,0
878962,-122.418274172,37.7870372043,0,0,1,0,0
